title,label
Maxine Waters Is Getting Criminally Charged!,1
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",1
The CNN porn scare is how fake news spreads,1
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,1
BREAKING: Federal Judge Grants Permission To Subpoena Trump,1
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,1
 Actress Emma Stone ‘For the first time in history we have a president that…,1
Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,1
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,1
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),1
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,1
 What Adam Sandler is saying about Mormons,1
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,1
Alabama Secretary of State,1
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",1
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,1
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,1
dailynative.us,1
Australia Becomes First Country To Begin Microchipping Its Citizens,1
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,1
Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,1
Washington State Legislature votes to change its name because George Washington owned Slaves,1
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,1
Donald Trump signs a visa-free travel policy for Ghana,1
Bill Gates Outlines 2018 Plan To Depopulate The Planet,1
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",1
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,1
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,1
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,1
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",1
Tulsa School closes after brutal fire.,1
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,1
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,1
ни чего нового как правильно,1
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,1
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,1
New Law Makes it Illegal to Shower and Do Laundry on Same Day,1
BREAKING: Laura Ingraham Just Fired!!,1
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,1
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,1
Frequently Asked Questions,1
"South African firm ordered to lay off 3,389 white employees",1
Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,1
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,1
IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,1
Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,1
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",1
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,1
President Trump Just Saved Christmas For 13 Million Retirees,1
CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,1
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,1
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,1
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),1
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",1
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,1
OBAMA’S PRIVATE ‘SECURITY’ COMPANY SETS UP MASSIVE CAMPS OUTSIDE 3 MAJOR CITIES,1
USDA approves slaughterhouses producing horse meat for human consumption,1
Delta Force Raids Obama Stronghold in Thailand,1
 accessed Aug 11,1
Bowe Bergdahl wanders off during court-martial — Duffel Blog,1
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,1
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’",1
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,1
"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",1
International Arrest Warrant Issued for George Soros,1
George H.W. Bush has died at 94 – New York,1
Keanu on Trump travel ban: 'just terrible',1
 Wake Up America,1
Account Suspended,1
Police Discover Meth Lab In Back Room of Alabama Walmart,1
Florida passes bill legalizing recreational use of marijuana,1
Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting,1
Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,1
Rubio: “Rape Victims Should Be In Custody If There Is Suspicion That They’re Planning Abortion”,1
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,1
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,1
WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,1
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",1
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,1
"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.",1
BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,1
Who is affected by the government shutdown?,1
Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers,1
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,1
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,1
Account Suspended,1
